x,y,label
51,39,5
45,50,5
47,40,5
55,49,5
45,45,5
43,42,5
46,41,5
44,39,5
48,39,5
29,0,5
37,4,5
37,3,5
44,49,5
47,42,5
45,42,5
54,48,5
40,44,5
43,41,5
52,39,5
46,39,5
54,49,5
45,47,5
44,42,5
43,50,5
44,51,5
44,46,5
48,43,5
30,2,5
42,41,5
48,41,5
29,1,5
31,15,5
41,40,5
30,0,5
45,40,5
41,43,5
49,40,5
51,37,5
28,1,5
40,63,6
40,5,6
45,55,6
43,53,6
51,47,6
42,42,6
40,51,6
36,47,6
46,46,6
47,54,6
40,47,6
37,47,6
42,49,6
48,55,6
39,47,6
42,52,6
37,48,6
38,12,6
41,11,6
44,52,6
38,13,6
42,51,6
47,53,6
44,45,6
52,49,6
44,47,6
41,51,6
53,50,6
46,57,6
41,47,6
41,50,6
39,50,6
37,12,6
34,51,6
47,58,6
43,45,6
41,10,6
49,53,6
43,55,6
38,48,6
34,48,7
44,23,7
48,12,7
35,50,7
49,16,7
46,16,7
46,13,7
43,8,7
38,46,7
36,48,7
48,13,7
38,47,7
50,6,7
26,12,7
39,0,7
37,1,7
44,8,7
42,14,7
39,6,7
42,11,7
35,49,7
39,2,7
33,49,7
34,50,7
31,12,7
43,10,7
48,17,7
43,9,7
41,1,7
44,21,7
52,13,7
45,10,7
47,16,7
35,10,7
39,63,7
41,4,7
33,55,7
42,10,7
33,5,7
48,16,7
35,0,8
31,58,8
26,61,8
28,61,8
29,59,8
34,0,8
31,56,8
25,63,8
27,57,8
30,59,8
28,56,8
28,59,8
26,62,8
34,60,8
31,59,8
29,58,8
31,61,8
34,61,8
32,59,8
35,1,8
29,60,8
29,62,8
30,60,8
33,60,8
29,61,8
32,1,8
28,62,8
28,60,8
33,62,8
31,57,8
32,58,8
29,57,8
27,61,8
32,62,8
29,56,8
28,58,8
33,59,8
30,56,8
30,57,8
27,62,8
23,2,9
25,57,9
21,4,9
26,58,9
16,10,9
24,2,9
19,61,9
24,1,9
25,57,9
20,10,9
27,54,9
24,3,9
21,2,9
20,7,9
22,61,9
24,61,9
18,12,9
25,59,9
18,13,9
19,4,9
23,0,9
21,62,9
23,0,9
22,4,9
24,53,9
26,59,9
20,6,9
20,8,9
23,60,9
18,62,9
19,10,9
21,6,9
23,3,9
26,55,9
26,54,9
22,5,9
22,52,9
20,62,9
24,60,9
25,60,9
32,33,10
27,34,10
32,40,10
31,28,10
30,37,10
30,27,10
30,39,10
29,38,10
32,35,10
30,31,10
31,34,10
26,30,10
30,30,10
25,30,10
29,33,10
32,36,10
31,39,10
25,29,10
30,35,10
30,36,10
25,28,10
29,36,10
30,38,10
24,29,10
30,33,10
28,33,10
32,37,10
28,27,10
29,28,10
27,33,10
31,33,10
31,40,10
27,31,10
31,37,10
32,32,10
32,39,10
30,28,10
26,29,10
30,34,10
32,38,10
21,14,11
26,41,11
22,14,11
26,39,11
20,15,11
22,33,11
26,37,11
21,32,11
18,23,11
25,36,11
26,36,11
21,13,11
28,40,11
25,46,11
17,20,11
27,44,11
25,37,11
22,15,11
25,41,11
20,14,11
21,12,11
27,43,11
25,34,11
27,42,11
20,17,11
25,47,11
27,39,11
24,46,11
24,48,11
22,16,11
26,42,11
21,16,11
21,15,11
20,16,11
16,20,11
19,15,11
20,12,11
26,48,11
26,38,11
27,40,11
21,22,12
22,18,12
25,18,12
24,22,12
22,24,12
24,18,12
27,22,12
27,21,12
24,19,12
20,20,12
23,19,12
25,19,12
23,24,12
24,16,12
25,20,12
23,25,12
23,18,12
25,21,12
26,22,12
26,18,12
24,20,12
27,20,12
25,17,12
27,18,12
25,22,12
27,19,12
21,20,12
26,21,12
20,19,12
19,19,12
22,19,12
23,17,12
22,23,12
25,23,12
26,20,12
26,19,12
26,23,12
25,26,12
26,26,12
27,23,12
37,38,13
35,41,13
38,38,13
36,37,13
34,41,13
33,30,13
36,41,13
29,43,13
36,45,13
34,40,13
36,40,13
34,38,13
35,35,13
38,37,13
35,34,13
34,33,13
34,36,13
34,35,13
32,43,13
30,42,13
34,30,13
37,37,13
29,44,13
32,44,13
37,39,13
39,40,13
36,35,13
31,43,13
35,38,13
33,44,13
37,40,13
38,39,13
32,42,13
36,39,13
29,42,13
36,38,13
34,37,13
36,33,13
35,36,13
34,46,13
28,6,14
29,7,14
29,6,14
30,7,14
25,5,14
29,5,14
27,4,14
23,7,14
27,9,14
23,9,14
26,2,14
24,6,14
30,6,14
28,5,14
27,8,14
26,5,14
26,7,14
28,3,14
30,4,14
26,1,14
26,3,14
25,7,14
23,10,14
27,7,14
28,7,14
24,8,14
27,10,14
24,5,14
24,7,14
22,8,14
25,6,14
25,10,14
27,6,14
28,4,14
27,5,14
27,3,14
26,9,14
28,8,14
22,10,14
26,10,14
