x,y,label
22,5,6
39,8,6
56,29,6
5,57,6
9,3,6
3,46,6
27,54,6
50,5,6
43,11,6
39,14,7
22,60,7
63,4,7
56,2,7
33,2,7
22,38,7
3,51,7
57,19,7
48,11,7
28,49,7
8,52,7
8,46,7
8,11,7
17,12,7
36,48,7
0,39,7
34,12,7
12,50,7
11,15,7
7,1,7
29,32,7
7,48,7
8,56,7
47,34,7
51,54,7
58,58,7
4,55,7
25,48,7
35,18,7
30,37,7
1,6,7
24,51,7
26,48,7
19,54,7
54,48,7
1,3,7
13,44,7
6,6,7
13,21,7
23,52,7
36,43,8
63,55,8
10,0,8
13,9,8
34,31,8
62,17,8
56,17,8
13,50,8
4,35,8
18,18,8
32,56,8
21,3,8
29,17,8
28,52,8
51,18,8
15,0,8
33,18,8
49,44,8
41,24,8
7,55,8
28,3,8
61,50,8
23,8,8
5,18,8
14,34,8
1,4,8
8,4,8
35,0,8
43,19,8
19,33,8
58,18,8
17,52,8
27,15,8
31,27,8
17,36,8
60,46,8
23,21,8
29,44,8
59,10,8
28,19,8
23,1,9
14,56,9
57,38,9
0,1,9
2,36,9
0,20,9
12,58,9
32,15,9
15,17,9
54,58,9
6,13,9
39,58,9
13,34,9
14,41,9
55,31,9
28,51,9
57,60,9
31,29,9
35,4,9
14,1,9
9,59,9
51,16,9
23,27,9
47,27,9
36,15,9
41,0,9
58,63,9
7,22,9
38,47,9
24,63,9
17,57,9
29,12,9
28,5,9
43,10,9
42,63,9
16,30,9
32,8,9
57,21,9
19,53,9
60,21,9
49,24,10
33,62,10
46,58,10
49,42,10
19,16,10
30,21,10
59,27,10
52,43,10
41,12,10
44,31,10
62,38,10
54,52,10
46,17,10
35,42,10
11,60,10
33,55,10
20,12,10
41,57,10
0,51,10
50,29,10
23,39,10
50,18,10
28,45,10
46,54,10
0,47,10
48,47,10
26,20,10
40,20,10
9,45,10
37,5,10
61,0,10
37,27,10
57,14,10
53,60,10
30,5,10
26,45,10
44,55,10
48,40,10
6,11,10
17,47,10
53,50,11
56,31,11
48,29,11
27,46,11
5,60,11
22,58,11
1,10,11
6,57,11
22,14,11
46,38,11
35,47,11
47,55,11
60,2,11
28,60,11
1,56,11
50,22,11
31,20,11
52,10,11
26,35,11
18,21,11
9,39,11
15,63,11
34,20,11
35,51,11
55,63,11
30,14,11
1,19,11
15,54,11
29,5,11
36,45,11
20,11,11
18,38,11
31,9,11
56,23,11
42,12,11
25,59,11
4,10,11
9,11,11
57,3,11
24,49,11
8,9,12
39,29,12
58,21,12
24,27,12
49,63,12
16,31,12
34,52,12
25,10,12
8,17,12
26,61,12
14,32,12
62,23,12
15,15,12
0,14,12
29,55,12
56,59,12
9,9,12
63,45,12
33,61,12
50,41,12
49,61,12
33,11,12
45,6,12
37,56,12
10,32,12
47,2,12
42,22,12
44,7,12
17,18,12
43,44,12
0,46,12
19,12,12
22,4,12
7,13,12
62,19,12
9,57,12
33,44,12
52,14,12
31,2,12
5,38,12
49,57,13
27,55,13
13,63,13
59,60,13
23,51,13
4,19,13
16,9,13
2,26,13
22,11,13
30,62,13
5,41,13
5,9,13
40,55,13
51,49,13
18,14,13
50,45,13
51,44,13
46,60,13
4,3,13
48,28,13
43,56,13
23,20,13
61,23,13
56,51,13
25,22,13
3,57,13
18,11,13
8,7,13
21,61,13
58,19,13
12,1,13
50,32,13
3,4,13
55,46,13
9,36,13
26,4,13
58,31,13
32,0,13
36,28,13
56,6,13
36,35,14
13,14,14
2,48,14
58,16,14
32,37,14
37,37,14
58,48,14
27,30,14
59,37,14
57,40,14
23,10,14
29,13,14
48,35,14
44,25,14
40,42,14
8,47,14
32,12,14
58,12,14
46,52,14
44,26,14
63,44,14
54,42,14
41,7,14
13,10,14
26,1,14
3,18,14
38,24,14
36,5,14
3,19,14
25,61,14
27,20,14
30,13,14
15,9,14
6,0,14
51,38,14
25,15,14
12,43,14
56,8,14
38,17,14
46,45,14
